,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
1441,5 Newly Furnished Bedrooms Available,Linwood Street,Jul 30,https://vancouver.craigslist.org/bnc/roo/d/burnaby-5-newly-furnished-bedrooms/6946180122.html,900,,,"

QR Code Link to This Post


2 bedrooms with private washrooms are available for rent in the basement level ($975/mo)
1 bedroom upstairs with private washroom available STARTING SEPT ($975/mo)
1 bedroom upstairs with shared washroom available STARTING SEPT ($900/mo)

Located by Boundary Rd and Canada Way, it's a 9 minute walk and bus to Gilmore Skytrain Station. 
[28 Phibbs Exch/Joyce Station] is the closest bus. 

En suite bedrooms are $975/mo. 
Upstairs bedroom with shared washroom is $900/mo. 

There are a total of 4 bedrooms on the basement level of a house in Burnaby South/Renfrew Heights and 2 bedrooms upstairs on the main floor. 
The space has been freshly revamped as of July 2019!

We don't allow smoking (cigarettes and marijuana) on the premises and we ask that you be respectful of other tenants, us and neighbours by keeping the noise level down after 10pm. We also ask that every tenant be mindful of their garbage(s) to avoid rodents/insects and flatten their recycling. 
*One tenant per room (No couples, no groups, no exceptions)
*Utilities are included
*Free parking space on the property is available. Not sheltered. 
*No groups of friends renting together - Sorry! We allowed this before and have lived uncomfortably in our own home due to this
*Preference given to those who are looking for long-term lease (1+ years)

Shared kitchen comes with:
-Stove (with fan)
-Microwave
-2 Refrigerators (2 tenants per fridge)
-Laundry machines (washer and dryer + laundry sink)
-Literally all of our appliances and cupboards are brand new in the basement (except for the microwave and kettle)
-Personal storage space (1 designated cupboard per tenant + plenty of communal space)
*We DO NOT have enough extra dinnerware, cutlery, etc to supply for all tenants so please bring your own. 

If you have further questions or would like to view the rooms, please introduce yourself via email and we'll arrange a time!    "
1442,!NEW! 2 Bedroom Burnaby available immediately,Pixel,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-new-2-bedroom-burnaby-available/6938636646.html,2250,2,788.0,"

QR Code Link to This Post


NEW 2 Bedroom with 2 Bathroom at Pixel Burnaby

Available: Immediately or August 1st
Bedrooms: 2
Bathrooms: 2 (both with double sinks!)

Deposits: half a month's rent + fob deposits
Small pets welcome if trained
Absolutely no smoking , no subletting

Included items: fridge, stove, microwave, dishwasher, washer, dryer
Not included: utilities, cable, internet
* 1 underground gated parking stall
* 1 Storage locker

* walking distance to Save On Food, across from new King's Market
* 1 min walk to Windsor Elementary
* 5 min drive to Metrotown
* 10 min drive to BCIT
* 15 min drive to SFU
* Bus Stop for 112, 119, N19

Subject to reference and/or credit checks

If interested please email and tell us a bit about your situation.

Thanks for you time.    "
1443,"Bright, modern 2BD, 1.5BTH in concrete townhouse at SFU Burnaby",SFU,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bright-modern-2bd-15bth-in/6946177993.html,2500,2,857.0,"

QR Code Link to This Post


Looking to rent (1yr+) a bright, unfurnished 2 bedroom, 1.5 bathroom townhouse in the concrete Highland House building (9025 Highland Court) located in the UniverCity neighbourhood of SFU Burnaby. Walking distance to SFU.
Modern appliances, floors and finishes through. Two floors with bedrooms and one bathroom upstairs and kitchen, living room and another bathroom downstairs. Majority of the windows face south so it gets a lot of light. Unit also has a private patio in front of the unit. Seeking tenants who are clean and respectful of the condo and the neighbours.

No smoking and no pets. Available to rent on or after Sept 1 (as soon as the place is cleaned).

OPEN HOUSE: Please contact Matt if interested. Thanks.

Features:
- concrete building so super quiet (no units above the townhouse)
- modern appliances and finished throughout (building only 5 years old)
- in suite washer and dryer
- granite countertops + stainless steel appliances
- large private patio
- unfurnished
- 1 parking spot located in secured underground
- includes heat, hot water but does NOT include electricity, internet, or cable in monthly rent    "
1444,Bedroom for Rent,Lougheed Skytrain and Mall area,Jul 30,https://vancouver.craigslist.org/bnc/roo/d/burnaby-bedroom-for-rent/6937279000.html,800,,,"

QR Code Link to This Post


* Walking distance to Lougheed Skytrain and Lougheed  Mall
* 21st floor
* Shared kitchen and bathroom
* Furnished
* Quick transit to SFU, Douglas College, and Coquitlam College
* Heat, Hydro, and interned included 
* Available: August 1, 2019    "
1445,Brand New Basement Suite,Burnaby BC,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-basement-suite/6946174968.html,1700,2,,"

QR Code Link to This Post


Brand New 2 Bedroom Huge Basement Suite for Rent.
Separate entrance
Laundry Included in suite.
Property Right on Bus Route.

For more info, message @  show contact info
 or  show contact info
.    "
1446,renovated cozy room with private bathroom in east burnaby,burnaby,Jul 30,https://vancouver.craigslist.org/bnc/roo/d/burnaby-renovated-cozy-room-with/6937315361.html,720,,,"

QR Code Link to This Post


130 sqft, SW side in main floor with private bathroom, $720.
close to transit, 10 mins bus to expo and millennium sky train station. just renovated, bright and quiet ,furnished, available now,looking for single student and professional , rent include utilities , laundry,net and parking.
Please contact Katherine at  show contact info
 for viewing the room.
"
1447,Brentwood Burnaby 2 Bedroom 2 bath 1 parking & 1 storage,Burnaby,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brentwood-burnaby-2-bedroom-2/6946174168.html,2400,2,825.0,"

QR Code Link to This Post


BRAND NEW ESCALA be the first to live in the unit

LOCATION
3rd floor - 1768 Gilmore Drive, Burnaby. Steps away from the Gilmore Sky Train Station, 10 minutes from BCIT, and 15 minutes from SFU.

SUITE FEATURE
Airy 9’ ceilings
Durable carpeting in both rooms
Laminate flooring throughout entry, kitchen, living/dining
Deluxe roller-blind window coverings throughout
Spacious walk-in closet with shelving in master bedroom
Large covered balcony with electric plug
Pre-wired for high speed internet and digital cable access
Front-loading, energy-efficient washer and dryer

CRAFTED KITCHEN
Caesarstone countertop with contemporary tile backsplash
Full size stainless steel appliances: 
5 element, ceramic-glass cooktop and even heat oven by KitchenAid
30” refrigerator and freezer featuring temperature controlled drawers, metal wine rack and icemaker by kitchenAid
High performance hood fan
Top control dishwasher
Panasonic microwave oven featuring Inverter Technology

AMENITIES
EXCLUSIVE TO THE ESCALA RESIDENTS enjoy over 15,000 square feet of exceptional hotel-inspired private amenities which include:
Indoor Pool & Spa
Steam and Sauna Rooms
Private Fitness Room & Yoga Studio
Stylish Fireside Social Lounge
State of the Art Catering Kitchen
Billiards and Ping Pong Tables
Movie Theatre
Music Room
Two Private Hotel-Style Guest Suites
Resident Only Concierge

RENTAL TERMS
Applications with references preferable
Credit check
Immediately available
Minimum ONE year fixed lease, no subletting & no smoking
Tenant Insurance required
Interested parties, email for viewing    "
1448,"BRAND NEW 1 bedroom, den, parking & storage",Escala at Brentwood,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-1-bedroom-den-parking/6930117810.html,1950,1,660.0,"

QR Code Link to This Post


Brand new luxury 1 bedroom plus den suite (parking and storage) located in Brentwood’s flagship building, The ESCALA. 

SUITE INCLUDES:
•	Complete unit with 1 large bedroom, den, and bathroom with ample vanity storage 
•	 Dining table 
•	Walk in closet
•	Spacious covered balcony with patio table 
•	Kitchen Aid stainless steel appliances (30” fridge, gas cooktop, oven, dishwasher, and microwave)
•	Onsite concierge 
•	One parking stall 
•	One storage locker 
•	1 year FREE Telus TV/Internet with a 2 year contract 

AMENITIES AT ESCALA CLUB:
•	Indoor pool and spa
•	Steam and sauna rooms
•	Private fitness room and yoga studio
•	Trendy fireside social lounge
•	State of the art catering kitchen 
•	Billiards and Ping Pong tables
•	Movie theatre
•	Music room 
•	Two private hotel style guest suites
•	Resident only concierge 

http://www.escalabrentwood.com/

TERMS:
- One year lease required with half month’s damage deposit 
- Utilities not included
- Firm on no pets and smoking (sorry)

***Available August 1st and on (showings not available until after July 30th)***

CENTRAL LOCATION:
- Views from the 6th floor
- Steps away from Gilmore Skytrain Station
- Brentwood Mall
- Costco, Sushi Garden, Cactus Club, Whole Foods, Save On Foods, Starbucks, Tim Hortons, etc.    "
1449,"Bright room, SHORT TERM Aug, Close SFU, Sky Train",North Burnaby,Jul 30,https://vancouver.craigslist.org/bnc/sub/d/burnaby-bright-room-short-term-aug/6946172884.html,800,,,"

QR Code Link to This Post


Bright room in  3 BR  suite,  ground level suit 
- Very close to SFU ,North Burnaby high, Montecito Elementary school, shopping Center and Sky Train Station on SPERLING.
- 1 minute to bus stop #144, 134; 15 minutes to SFU and 4 minutes to Sperling station by BUS schedule 
- Lots of natural light and Large windows in each room.
- Separate entrance
- Air condition
- Fully washer and dryer.
- Sorry, no pets or smoking.
- utility ,Internet Included.
- Available from Aug 1 to Aug 31st.
- Location: Broadway & Duthie ave,Burnaby, BC
For viewing or questions, please send an email    "
1450,"HUGE penthouse bed-sitting room, own bath, pool, Skytrain","Lougheed Mall, Burnaby",Jul 30,https://vancouver.craigslist.org/bnc/roo/d/burnaby-huge-penthouse-bed-sitting-room/6936519331.html,1285,,,"

QR Code Link to This Post


HUGE bed-sitting room in penthouse apartment with floor to ceiling windows with a sliding door on to the 25 foot balcony overlooking gorgeous, panoramic mountain views as well as a sunset view.  This room is for ONE (1) person only.  Room is furnished with a double bed, desk and chair, two dressers, a bookcase and a leather reading chair with ottoman as well as a huge closet.  Private 4 piece bathroom.  Sorry, no pets as the two cat residents will not allow any other animals :)   Utilities and wireless wifi is an additional $50/month, which amount will increase if those costs increase.  

The apartment complex is above a mini-mall with an indoor pool which is free to residents.  The mini-mall also contains a gym ($25/month includes free exercise classes), physiotherapist, massage therapist, nutrition consultants, etc as well as a hairdresser, pharmacy, dentist, a record store, coffee shop and pub with delicious inexpensive daily menu specials, pool tables, large screen TVs, etc.  

Lougheed Mall Skytrain Station is less just over a block away, as is the Lougheed Mall with its full range of shops and services.  Literally anything you might need is within a block.  

Apartment is shared with one other very quiet person and two friendly cats.  Looking for a quiet, clean person who socializes outside of the home.  

If interested, please respond with LOTS of information about yourself, including a phone number and available times for me to call you.  References are required.  

Please read the ad carefully before responding and note the requirements.  Thanks!  I look forward to hearing from you.    "
1451,Renovated basement near Joyce station,Collingwood,Jul 30,https://vancouver.craigslist.org/bnc/apa/d/vancouver-renovated-basement-near-joyce/6946168946.html,1700,2,800.0,"

QR Code Link to This Post


Approx 800 sft. Street parking available. Shared laundry, 2 bedroom 2 bathroom basement, newly renovated. 5 min walk from Joyce station, 2 min walk to Safeway and London drugs and other shopping. Clean house with a yard. Available from August 15. 30% utilities including internet. Pets ok! Please email no calls    "
1452,One bedroom in an apartment for share in sfu Burnaby campus,Burnaby,Jul 30,https://vancouver.craigslist.org/bnc/roo/d/burnaby-one-bedroom-in-an-apartment-for/6946166498.html,850,,,"

QR Code Link to This Post


A bright, clean and quiet bedroom in an apartment available for share. 10 minutes walking to Sfu campus of Burnaby. Internet included. Beginning on August 01.    "
